4619,1727402402777905,0.61106813,6.5128584,0.45210174,9
4619,1727402402779696,0.592864,6.5065675,0.44115213,9
4619,1727402402781386,0.57686776,6.5094876,0.43677083,10
4619,1727402402783118,0.56730872,6.5112453,0.4403936,10
4619,1727402402784850,0.5629468,6.5022964,0.43509609,9
4619,1727402402786586,0.56803393,6.5093675,0.43386096,11
4619,1727402402788432,0.57461888,6.5107474,0.44458097,9
4619,1727402402790501,0.57852632,6.5091453,0.44794863,9
4619,1727402402792384,0.57836717,6.5011082,0.44002715,9
4619,1727402402794249,0.61088908,6.5185461,0.43996891,13
4619,1727402402795952,0.61880505,6.5180955,0.44260073,10
4619,1727402402797856,0.61341316,6.5062604,0.44776678,8
4619,1727402402799672,0.602476,6.4996719,0.4491446,8
4619,1727402402801247,0.60595888,6.5053644,0.45972195,9
4619,1727402402802784,0.60951477,6.5197349,0.45696259,12
4619,1727402402804221,0.61284685,6.5208912,0.45593259,10
4619,1727402402805688,0.45925161,6.5026641,0.43460995,27
4619,1727402402807302,0.49716452,6.5077128,0.43712625,10
4619,1727402402808880,0.49929485,6.4999909,0.43850917,8
4619,1727402402810850,0.52478433,6.5072618,0.43651381,11
4619,1727402402812534,0.54665804,6.506556,0.43971908,10
4619,1727402402813962,0.56765223,6.5083485,0.43917769,10
4619,1727402402815479,0.58762366,6.5054231,0.44987506,9
4619,1727402402817032,0.59962976,6.5028563,0.45580828,9
4619,1727402402818466,0.59151429,6.50901,0.44971624,11
4619,1727402402819840,0.54431379,6.4817634,0.45123979,10
4619,1727402402821180,0.58014303,6.4978566,0.44669122,12
4619,1727402402843140,0.5536949,6.4972334,0.43164766,10
4619,1727402402941914,0.56592941,6.5013356,0.43483582,10
4619,1727402403041934,0.5560109,6.4983048,0.42860678,9
4619,1727402403141924,0.56789887,6.5041084,0.41596928,12
4619,1727402403241958,0.5863229,6.50037,0.42616302,9
4619,1727402403341969,0.591105,6.493751,0.43080959,9
4619,1727402403442006,0.58630735,6.4910779,0.43139049,9
4619,1727402403541971,0.59373641,6.5074868,0.43448281,12
4619,1727402403641920,0.579492,6.507895,0.42906821,10
4619,1727402403741976,0.60746419,6.5039935,0.43470261,10
4619,1727402403842004,0.57212383,6.5018072,0.42960078,9
4619,1727402403941973,0.543633,6.5028133,0.42964658,9
4619,1727402404041959,0.5250622,6.4917636,0.42823523,8
4619,1727402404141901,0.51776874,6.4857807,0.41695794,9
4619,1727402404241964,0.53485805,6.4881477,0.42373586,9
4619,1727402404341929,0.52551293,6.4803972,0.42053455,8
4619,1727402404441925,0.52856952,6.4724512,0.42112309,8
4619,1727402404541940,0.41461083,6.4751034,0.40545312,24
4619,1727402404641955,0.46529743,6.4777951,0.4254553,8
4619,1727402404741940,0.48962623,6.487103,0.43232423,10
4619,1727402404841964,0.52178019,6.4872561,0.42422789,10
4619,1727402404941907,0.53555173,6.4934945,0.4225738,10
4619,1727402405041964,0.58070874,6.5143132,0.43606645,13
4619,1727402405141943,0.59684342,6.509088,0.45260936,8
4619,1727402405241997,0.61805236,6.5202427,0.45312124,12
4619,1727402405341944,0.61377442,6.5055857,0.45650819,8
4619,1727402405441961,0.62395114,6.4879217,0.45345411,7
4619,1727402405541967,0.63087773,6.4905038,0.45828539,9
4619,1727402405641992,0.61783785,6.4943995,0.44735003,10
4619,1727402405743240,0.61920488,6.4911504,0.4538264,8
4619,1727402405842002,0.61264646,6.4994531,0.45142016,10
4619,1727402405941935,0.62639934,6.4976616,0.44954956,10
4619,1727402406041992,0.61320108,6.5066891,0.4389008,11
4619,1727402406142007,0.6195057,6.5088029,0.44408759,10
4619,1727402406241971,0.63051307,6.5065384,0.45337453,9
4619,1727402406342031,0.60380381,6.4972329,0.44604847,8
4619,1727402406441959,0.59443635,6.4944715,0.4335365,10
4619,1727402406542821,0.60477269,6.506989,0.431961,12
4619,1727402406642002,0.58447272,6.4897351,0.4282591,7
4619,1727402406741989,0.4920238,6.4968362,0.41716614,18
4619,1727402406841972,0.502429,6.4847732,0.42208189,7
4619,1727402406941992,0.53642666,6.4964437,0.4443576,10
4619,1727402407042024,0.45886165,6.5092249,0.42192894,18
4619,1727402407142026,0.49135482,6.5107274,0.423987,10
4619,1727402407241965,0.48647287,6.5052867,0.42842266,8
4619,1727402407342790,0.49191433,6.5035276,0.42959604,9
4619,1727402407445498,0.49685708,6.4953518,0.42863217,8
4619,1727402407541980,0.52036583,6.4876375,0.44351926,7
4619,1727402407641968,0.54649252,6.5122013,0.44772732,13
4619,1727402407742005,0.55857289,6.5133371,0.44491428,10
4619,1727402407841953,0.54890579,6.50575,0.44235238,9
4619,1727402407942954,0.56453079,6.4996634,0.44919455,8
4619,1727402408042032,0.57029063,6.4950981,0.45261174,8
4619,1727402408141938,0.58629012,6.4997077,0.45666134,10
4619,1727402408242830,0.60069013,6.4989882,0.45513502,10
4619,1727402408344471,0.61750895,6.5157,0.45955178,12
4619,1727402408443331,0.58560109,6.5097585,0.45842084,8
4619,1727402408541942,0.56615359,6.496357,0.45343107,7
4619,1727402408641987,0.5594731,6.5075679,0.44908264,11
4619,1727402408741926,0.57645905,6.502172,0.45515066,8
4619,1727402408841986,0.43243864,6.4935865,0.42675787,27
4619,1727402408941953,0.4870109,6.4848595,0.43055743,8
4619,1727402409041938,0.532684,6.5136929,0.43328086,14
4619,1727402409142763,0.54661262,6.5110035,0.43443123,10
4619,1727402409243494,0.570932,6.5067039,0.43612766,10
4619,1727402409341955,0.56379259,6.5019569,0.42570639,10
4619,1727402409442054,0.52560109,6.4857988,0.41009235,11
4619,1727402409541917,0.54992074,6.4805202,0.42439097,8
4619,1727402409641945,0.56416291,6.475419,0.43423033,8
